"Gender","Ever_Married","Age","Graduated","Profession","Work_Experience","Spending_Score","Family_Size","Car","Licence_Plate","Credit_Owner","Child","Var_1","Segmentation"
"Female","Yes",40,"Yes","Artist",0,"Average",4,5,"1-KQW-503","0",2,"Cat_6","B"
"Female","Yes",79,"No","Lawyer",1,"High",2,10,"1-DAV-136","0",1,"Cat_6","A"
"Female","No",32,"Yes","Doctor",0,"Low",5,3,"1-RAA-776","0",5,"Cat_6","D"
"Male","No",33,"No","Healthcare",3,"Low",4,6,"1-KSR-643","0",4,"Cat_6","D"
"Female","Yes",46,"Yes","Engineer",1,"Average",2,6,"1-YUO-090","0",0,"Cat_6","C"
"Female","No",20,"No","Healthcare",4,"Low",7,1,"1-ARK-344","0",6,"Cat_3","D"
"Female","Yes",40,"No","Engineer",1,"Low",2,5,"1-SYP-696","0",0,"Cat_6","A"
"Female","Yes",36,"Yes","Artist",5,"Low",2,4,"1-CRJ-179","0",1,"Cat_4","B"
"Male","Yes",51,"No","Entertainment",0,"Low",2,7,"1-YHT-642","0",0,"Cat_6","A"
"Female","Yes",46,"Yes","Artist",0,"Average",4,6,"1-EVH-882","0",3,"Cat_6","C"
"Female","No",39,"Yes","Artist",3,"Low",4,6,"1-RZT-472","0",4,"Cat_6","D"
"Male","Yes",53,"Yes","Executive",1,"Average",4,7,"1-UYG-377","0",0,"Cat_6","B"
"Male","Yes",39,"No","Entertainment",1,"Average",4,5,"1-HUU-358","1",3,"Cat_4","A"
"Female","Yes",26,"No","Engineer",7,"Low",2,2,"1-RSM-188","0",0,"Cat_6","A"
"Male","No",23,"No","Healthcare",NA,"Low",5,2,"1-MQC-922","0",4,"Cat_6","D"
"Female","Yes",39,"Yes","Entertainment",0,"Low",2,4,"1-VHD-957","0",1,"Cat_6","A"
"Male","No",29,"Yes","Homemaker",5,"Low",1,2,"1-LAH-271","0",0,"Cat_6","D"
"Male","Yes",37,"Yes","Healthcare",1,"High",4,4,"1-DXN-578","1",2,"Cat_6","B"
"Male","Yes",18,"No","Executive",0,"High",4,1,"1-BMD-902","1",2,"Cat_6","A"
"Female","No",40,"Yes","Entertainment",0,"Low",1,6,"1-IOA-471","0",0,"Cat_6","A"
"Male","Yes",28,"Yes","Engineer",0,"Average",2,3,"1-RHB-192","1",1,"Cat_6","A"
"Female","No",20,"No","Healthcare",1,"Low",5,1,"1-PJR-535","0",3,"Cat_6","D"
"Male","Yes",62,"Yes","Artist",1,"High",2,8,"1-GVU-944","0",0,"Cat_6","B"
"Female","No",25,"No","Marketing",8,"Low",5,1,"1-SIE-656","0",2,"Cat_6","D"
"Male","Yes",70,"No","Lawyer",NA,"Low",1,9,"1-XTE-808","0",0,"Cat_6","D"
"Male","No",20,"No",NA,2,"Low",2,1,"1-KNZ-887","0",0,"Cat_6","D"
"Male","Yes",59,"Yes","Artist",7,"Low",2,7,"1-BUC-492","0",0,"Cat_6","C"
"Male","Yes",35,"Yes","Marketing",NA,"Low",5,4,"1-GSP-405","0",3,"Cat_6","D"
"Male","No",19,"No","Healthcare",0,"Low",4,1,"1-CDL-009","1",4,"Cat_6","D"
"Female","Yes",81,"No","Lawyer",NA,"High",2,11,"1-AUY-056","0",0,"Cat_6","B"
"Female","Yes",67,"No","Engineer",NA,"Average",4,8,"1-XRS-579","0",3,"Cat_4","A"
"Male","Yes",42,"No","Engineer",5,"Average",4,5,"1-WJW-221","0",1,"Cat_4","A"
"Female","Yes",71,"No","Engineer",2,"Low",1,13,"1-DBO-189","0",0,"Cat_6","B"
"Male","No",31,"No","Doctor",1,"Low",5,3,"1-MMS-844","0",3,"Cat_2","D"
"Female","No",28,"No","Engineer",1,"Low",2,2,"1-POS-880","0",0,"Cat_4","D"
"Male","Yes",37,"No","Doctor",2,"Average",4,3,"1-MDP-057","1",0,"Cat_6","A"
"Female","No",22,"No","Healthcare",1,"Low",9,1,"1-GDR-501","0",7,"Cat_4","D"
"Male","Yes",45,"No","Marketing",1,"Low",2,6,"1-OSX-598","0",1,"Cat_3","D"
"Female","Yes",49,"Yes","Artist",1,"Low",1,5,"1-RKK-008","0",0,"Cat_6","D"
"Male","Yes",36,"Yes","Artist",7,"Average",5,3,"1-HXU-658","1",3,"Cat_2","B"
"Male","No",22,"No","Healthcare",1,"Low",3,1,"1-SOD-752","0",1,"Cat_6","D"
"Male","No",29,"No","Healthcare",9,"Low",4,2,"1-IRQ-639","0",4,"Cat_3","D"
"Male","Yes",38,"Yes","Artist",1,"Average",3,3,"1-MWY-052","1",0,"Cat_6","C"
"Female","No",36,"No","Engineer",0,"Low",1,4,"1-YBM-123","0",0,"Cat_6","A"
"Female","Yes",58,"Yes","Homemaker",0,"Average",4,8,"1-AXY-237","0",2,"Cat_6","B"
"Male","Yes",59,"Yes","Artist",0,"Low",1,8,"1-JFO-450","0",0,"Cat_3","A"
"Male","Yes",53,"No","Executive",0,"Average",5,8,"1-QUF-116","0",3,"Cat_4","B"
"Female","Yes",73,"Yes","Lawyer",1,"High",2,9,"1-PCU-499","0",0,"Cat_6","C"
"Male","No",39,"Yes","Artist",0,"Low",1,5,"1-AWN-353","0",0,"Cat_6","A"
"Female","No",28,"Yes","Doctor",NA,"Low",3,2,"1-KLC-316","0",0,"Cat_6","A"
"Female","No",36,"Yes","Doctor",1,"Low",1,4,"1-GUO-275","0",1,"Cat_3","A"
"Female","Yes",57,"Yes","Entertainment",0,"Average",2,6,"1-ARP-676","0",0,"Cat_6","C"
"Male","Yes",50,"Yes","Artist",0,"Low",2,6,"1-IFL-859","0",0,"Cat_6","B"
"Female","Yes",42,"Yes","Artist",0,"Average",2,5,"1-OIA-540","0",1,"Cat_6","C"
"Male","Yes",38,"Yes","Healthcare",8,"Average",4,4,"1-IBA-132","1",3,"Cat_6","C"
"Female","No",88,"Yes","Lawyer",0,"Low",1,12,"1-PWU-997","0",1,"Cat_6","B"
"Male","Yes",31,"Yes","Healthcare",2,"High",3,3,"1-BIL-242","1",0,"Cat_3","A"
"Male","Yes",35,"No","Entertainment",8,"Average",4,4,"1-RFK-627","1",1,"Cat_6","A"
"Female","No",71,"Yes","Doctor",0,"Low",1,10,"1-SBW-802","0",0,"Cat_6","B"
"Male","No",20,"No","Marketing",0,"Low",4,1,"1-AXR-856","0",1,"Cat_6","C"
"Male","No",19,"No","Healthcare",9,"Low",6,1,"1-NCU-697","1",3,"Cat_3","D"
"Female","No",28,"No","Artist",5,"Low",2,3,"1-RPX-845","0",0,"Cat_6","B"
"Female","No",43,"Yes","Entertainment",8,"Low",NA,4,"1-HXC-366","0",NA,"Cat_3","A"
"Female","Yes",83,"No","Lawyer",1,"Low",1,12,"1-DSC-800","0",0,"Cat_6","D"
"Male","No",21,"No","Healthcare",1,"Low",4,1,"1-HRS-103","0",4,"Cat_6","D"
"Female","Yes",55,"No","Engineer",3,"Average",2,7,"1-QGV-775","0",0,"Cat_6","D"
"Female","Yes",56,"Yes",NA,1,"Low",1,6,"1-IZQ-048","0",0,"Cat_6","B"
"Female","Yes",58,"Yes","Artist",0,"Average",4,8,"1-CVF-969","0",0,"Cat_6","A"
"Male","No",27,"No","Healthcare",2,"Low",4,3,"1-BJJ-329","0",1,"Cat_3","D"
"Female","Yes",84,"Yes","Lawyer",1,"Low",1,12,"1-CGF-208","0",0,"Cat_6","A"
"Female","Yes",42,"No","Homemaker",6,"High",4,4,"1-VSU-195","1",1,"Cat_6","B"
"Male","No",32,"Yes","Doctor",7,"Low",4,3,"1-BQH-922","0",3,"Cat_6","D"
"Female","No",27,"Yes","Artist",9,"Low",5,3,"1-RQN-985","0",5,"Cat_6","B"
"Male","Yes",53,"Yes","Executive",9,"High",4,7,"1-QVA-780","1",3,"Cat_6","C"
"Female","No",22,"No","Healthcare",8,"Low",4,1,"1-PAJ-502","0",1,"Cat_6","D"
"Male","Yes",62,"No","Executive",0,"High",4,7,"1-HIZ-275","0",1,"Cat_6","B"
"Female","No",27,"No","Homemaker",NA,"Low",NA,2,"1-HCB-283","0",NA,"Cat_3","A"
"Male","No",32,"No","Healthcare",0,"Low",4,2,"1-ILZ-958","0",3,"Cat_6","D"
"Male","Yes",47,"No","Entertainment",0,"Low",2,7,"1-URJ-165","0",0,"Cat_6","B"
"Female","Yes",59,"No","Lawyer",0,"Low",1,7,"1-AYZ-524","0",0,"Cat_2","B"
"Male","Yes",39,"No","Entertainment",0,"Average",2,5,"1-MTY-868","1",1,"Cat_6","C"
"Female","Yes",38,"Yes","Artist",5,"High",3,3,"1-EUK-762","1",0,"Cat_4","B"
"Male","No",18,"No","Healthcare",4,"Low",4,1,"1-QQJ-797","1",1,"Cat_4","D"
"Female","Yes",40,"Yes","Artist",9,"Average",2,5,"1-ECJ-156","0",1,"Cat_6","B"
"Male","No",33,"Yes","Entertainment",6,"Low",1,3,"1-KOY-631","0",0,"Cat_6","A"
"Male",NA,52,"Yes","Artist",1,"Average",5,7,"1-LYS-279","0",NA,"Cat_4","C"
"Male","Yes",52,"Yes","Executive",1,"Average",6,7,"1-BJD-865","0",4,"Cat_6","B"
"Female","No",36,"Yes","Engineer",7,"Low",3,4,"1-KSP-948","0",1,"Cat_6","D"
"Male","Yes",41,"Yes","Artist",0,"High",5,5,"1-YKT-597","1",4,"Cat_6","B"
"Female","No",46,"Yes","Engineer",1,"Low",2,6,"1-FTL-139","0",0,"Cat_7","D"
"Male","Yes",41,"Yes","Executive",5,"Low",2,4,"1-NTU-965","0",0,"Cat_1","A"
"Male","Yes",36,"Yes","Artist",NA,"Average",2,4,"1-PAE-341","1",0,"Cat_6","C"
"Female","No",20,"No","Healthcare",5,"Low",4,1,"1-JDL-092","0",2,"Cat_4","D"
"Male","Yes",65,"Yes","Artist",7,"High",2,9,"1-SQV-587","0",1,"Cat_6","C"
"Male",NA,23,"No","Healthcare",3,"Low",4,2,"1-SOH-841","0",NA,"Cat_4","D"
"Male","No",50,"Yes","Artist",1,"Low",1,6,"1-QXL-872","0",0,"Cat_6","B"
"Male","Yes",73,"No","Entertainment",0,"Average",2,10,"1-QUL-847","0",0,"Cat_6","A"
"Male","No",40,"No","Engineer",2,"Low",4,4,"1-SDL-080","0",2,"Cat_6","D"
"Male","Yes",45,"No","Executive",1,"High",3,5,"1-ABJ-639","1",0,"Cat_6","C"
"Female","Yes",36,"Yes","Entertainment",6,"Low",2,4,"1-HCQ-355","0",1,"Cat_6","B"
"Female","No",45,"No","Marketing",0,"Low",1,6,"1-OJX-458","0",0,"Cat_6","D"
"Male","Yes",51,"Yes","Artist",NA,"Low",2,6,"1-MON-284","0",0,"Cat_6","B"
"Female","Yes",73,"Yes","Artist",1,"High",2,10,"1-URG-121","0",0,"Cat_6","D"
"Male","No",29,"Yes","Healthcare",9,"Low",6,3,"1-QAF-643","0",6,"Cat_6","D"
"Male","Yes",66,"Yes","Executive",1,"High",2,8,"1-GDA-134","0",0,"Cat_6","C"
"Male","Yes",48,"No","Executive",5,"High",2,5,"1-RMY-415","1",0,"Cat_4","A"
"Female","Yes",39,"Yes","Homemaker",8,"Low",1,4,"1-VDS-461","0",0,"Cat_6","D"
"Female","No",36,"No","Engineer",9,"Low",NA,3,"1-WHA-777","0",NA,"Cat_4","D"
"Female","No",40,"Yes","Artist",2,"Low",1,4,"1-NNJ-167","0",0,"Cat_4","D"
"Male","Yes",35,"Yes","Entertainment",8,"Average",NA,4,"1-RQM-220","1",NA,"Cat_2","D"
"Male","No",19,"No","Healthcare",NA,"Low",4,1,"1-YFJ-681","1",3,"Cat_6","D"
"Female",NA,37,"Yes","Doctor",8,"Average",1,4,"1-RUY-061","1",NA,"Cat_6","A"
"Male","Yes",58,"No","Artist",0,"High",3,9,"1-EZL-950","1",2,"Cat_6","D"
"Male","Yes",41,"No","Artist",8,"Average",2,4,"1-NVW-124","0",0,"Cat_6","C"
"Female","No",30,"Yes","Entertainment",0,"Low",2,4,"1-IYN-838","0",1,"Cat_6","D"
"Male","Yes",35,"Yes","Artist",1,"Average",4,4,"1-OMM-170","1",1,"Cat_6","C"
"Male","Yes",55,"Yes","Artist",1,"Average",2,8,"1-RTZ-487","0",0,"Cat_4","C"
"Female","No",33,"Yes","Entertainment",11,"Low",3,4,"1-YWK-190","0",1,"Cat_6","A"
"Female","Yes",87,"Yes","Lawyer",1,"High",2,12,"1-ARM-258","0",1,"Cat_6","A"
"Male","Yes",61,"No","Entertainment",1,"Average",2,8,"1-ENJ-471","0",0,"Cat_7","B"
"Female","Yes",45,"Yes","Artist",9,"Average",2,6,"1-WKF-497","0",0,"Cat_6","A"
"Male","No",19,"No","Healthcare",0,"Low",3,1,"1-KPM-180","1",2,"Cat_2","D"
"Female","No",38,"Yes","Healthcare",NA,"Low",1,4,"1-YUB-856","0",0,"Cat_4","A"
"Female","Yes",39,"No","Artist",NA,"Average",2,5,"1-FTO-901","1",0,"Cat_6","A"
"Female","Yes",69,"Yes","Artist",0,"Low",2,10,"1-JKA-671","0",1,"Cat_6","C"
"Male","No",39,"Yes","Artist",NA,"Low",1,6,"1-JTZ-797","0",0,"Cat_6","C"
"Female","No",32,"No","Engineer",0,"Low",3,3,"1-OSR-255","0",3,"Cat_6","A"
"Female","Yes",39,"No","Engineer",1,"Average",4,4,"1-HWN-945","1",3,"Cat_4","B"
"Female","Yes",63,"Yes","Artist",1,"Low",1,9,"1-XVR-980","0",0,"Cat_2","C"
"Male","No",25,"Yes","Entertainment",1,"Low",3,2,"1-YKZ-166","0",0,"Cat_6","A"
"Female","No",46,"Yes","Engineer",0,"Low",1,6,"1-KOL-254","0",0,"Cat_6","D"
"Male","No",29,"Yes","Entertainment",9,"Low",3,3,"1-KYM-253","0",3,"Cat_6","D"
"Female","No",27,"Yes","Artist",1,"Low",5,2,"1-YBQ-471","0",3,"Cat_6","C"
"Male","Yes",48,"Yes","Executive",0,"Low",2,6,"1-CKF-623","0",0,"Cat_6","A"
"Female","No",55,"Yes","Artist",0,"Low",1,7,"1-KKY-368","0",0,"Cat_6","B"
"Male","Yes",39,"No","Executive",NA,"Average",7,4,"1-SSE-739","1",6,"Cat_4","D"
"Female","Yes",45,"Yes","Artist",5,"Average",2,5,"1-FYQ-776","0",0,"Cat_6","B"
"Male","No",26,"No","Entertainment",1,"Low",2,2,"1-YWP-064","0",1,"Cat_6","D"
"Female","No",27,"No","Healthcare",0,"Low",4,3,"1-MXK-225","0",4,"Cat_3","A"
"Male","No",23,"No","Healthcare",0,"Low",3,4,"1-YFX-118","0",0,"Cat_3","D"
"Male","No",20,"No","Healthcare",NA,"Low",NA,1,"1-KKY-522","0",NA,"Cat_6","D"
"Male","Yes",46,"Yes","Artist",0,"Average",6,5,"1-WLH-948","0",4,"Cat_2","D"
"Male","Yes",61,"Yes","Entertainment",6,"Average",2,7,"1-KFS-417","0",0,"Cat_6","A"
"Female","No",23,"No","Healthcare",1,"Low",3,2,"1-WQS-112","0",1,"Cat_6","D"
"Male","Yes",47,"No","Artist",1,"Average",NA,6,"1-FBX-356","0",NA,"Cat_6","D"
"Female","Yes",50,"Yes","Executive",1,"High",4,6,"1-LBW-456","1",1,"Cat_6","C"
"Female","No",27,"Yes","Doctor",NA,"Low",2,3,"1-EQB-192","0",0,"Cat_3","D"
"Female","No",25,"Yes","Artist",0,"Low",9,1,"1-NRO-625","0",6,"Cat_6","B"
"Male","Yes",47,"Yes","Executive",0,"Low",2,7,"1-QML-723","0",0,"Cat_6","A"
"Female","No",35,"Yes","Engineer",4,"Low",1,4,"1-CUJ-048","0",1,"Cat_6","A"
"Female","Yes",36,"Yes","Entertainment",7,"Average",2,3,"1-RBK-908","1",1,"Cat_5","A"
"Male","Yes",60,"Yes","Entertainment",0,"Low",4,9,"1-WZR-491","0",1,"Cat_6","A"
"Female","Yes",88,"Yes","Lawyer",1,"High",2,12,"1-PLW-261","0",0,"Cat_6","A"
"Male","Yes",46,NA,"Entertainment",NA,"Average",5,7,"1-JXG-416","0",2,"Cat_4","B"
"Male","No",29,"Yes","Artist",7,"Low",1,2,"1-QMY-055","0",0,"Cat_6","B"
"Male","Yes",68,"Yes","Lawyer",0,"High",2,9,"1-PPX-064","0",0,"Cat_6","C"
"Male","No",25,"No","Entertainment",2,"Low",7,1,"1-BKG-367","0",7,"Cat_6","D"
"Female","Yes",53,"Yes","Artist",1,"Low",2,6,"1-RSC-277","0",0,"Cat_6","C"
"Male","No",32,"No",NA,0,"Low",5,2,"1-PRA-187","0",3,"Cat_4","A"
"Male","Yes",33,"Yes","Executive",11,"High",9,3,"1-OZM-348","1",5,"Cat_4","A"
"Female","No",21,"No","Homemaker",9,"Low",1,1,"1-VOY-595","0",1,"Cat_6","D"
"Female","Yes",74,"No","Lawyer",0,"Low",1,11,"1-WRT-700","0",0,"Cat_6","D"
"Male","Yes",50,"Yes","Artist",1,"Average",3,5,"1-GSC-954","0",0,"Cat_6","C"
"Male","Yes",38,"Yes","Artist",4,"Average",3,5,"1-RMZ-565","1",1,"Cat_6","C"
"Male","No",35,"Yes","Artist",2,"Low",2,4,"1-RBA-477","0",1,"Cat_6","A"
"Male","Yes",48,"Yes","Executive",0,"Average",4,5,"1-PFS-140","0",1,"Cat_4","A"
"Female","Yes",63,"Yes","Artist",0,"Average",3,9,"1-NOU-337","0",1,"Cat_6","C"
"Male","Yes",41,"Yes","Artist",0,"Low",2,4,"1-DVK-134","0",0,"Cat_6","A"
"Male","No",18,"No","Healthcare",NA,"Low",4,1,"1-IWA-425","1",4,"Cat_6","D"
"Male","No",43,"Yes","Doctor",0,"Low",NA,4,"1-KEL-692","0",NA,"Cat_6","D"
"Male","No",30,"No","Engineer",1,"Low",4,3,"1-INX-165","0",3,"Cat_6","D"
"Female","No",43,"Yes","Artist",0,"Low",3,4,"1-WVD-455","0",3,"Cat_6","A"
"Female","No",42,"Yes","Doctor",0,"Low",1,4,"1-QFP-290","0",1,"Cat_6","A"
"Female","Yes",25,"No","Engineer",1,"Average",2,2,"1-RBL-789","1",0,"Cat_4","A"
"Male","No",29,"Yes","Healthcare",0,"Low",4,2,"1-KZC-369","0",2,"Cat_6","A"
"Male","No",26,"No","Healthcare",1,"Low",6,1,"1-AAW-820","0",3,"Cat_6","C"
"Female","Yes",20,"No","Engineer",8,"Average",2,1,"1-HUP-753","1",1,"Cat_5","A"
"Male","Yes",53,"Yes","Executive",1,"High",4,7,"1-NRG-843","1",1,"Cat_6","B"
"Male","No",29,"Yes","Entertainment",8,"Low",4,3,"1-HNU-417","0",4,"Cat_6","C"
"Female","No",36,"Yes","Artist",1,"Low",4,4,"1-PLD-758","0",4,"Cat_2","C"
"Female","Yes",66,"No","Marketing",0,"High",2,8,"1-KGG-142","0",0,"Cat_1","C"
"Male","Yes",43,"Yes","Healthcare",5,"Average",2,5,"1-IIF-345","0",0,"Cat_6","D"
"Male","No",28,"Yes","Artist",NA,"Low",1,3,"1-DTE-330","0",0,"Cat_6","B"
"Male","Yes",57,"Yes","Artist",5,"Low",2,10,"1-QJF-592","0",1,"Cat_6","C"
"Female","No",28,"Yes","Artist",0,"Low",3,2,"1-KVX-189","0",3,"Cat_6","D"
"Male","Yes",42,"Yes","Artist",0,"Average",2,4,"1-UWT-934","0",0,"Cat_6","C"
"Male","Yes",37,"No","Executive",9,"High",4,6,"1-DMZ-558","1",0,"Cat_6","D"
"Male","Yes",69,"No","Entertainment",1,"Average",3,9,"1-DDV-335","0",0,"Cat_6","D"
"Male","Yes",75,"Yes","Lawyer",2,"Low",1,10,"1-VDH-544","0",0,"Cat_6","D"
"Male","Yes",45,"Yes","Artist",1,"Low",1,4,"1-RJB-229","0",0,"Cat_6","A"
"Male","Yes",88,"Yes","Lawyer",0,"High",3,13,"1-DOL-165","0",0,"Cat_6","C"
"Male","No",41,"Yes",NA,NA,"Low",1,5,"1-OLX-429","0",0,"Cat_6","C"
"Male","No",27,"No","Healthcare",1,"Low",4,3,"1-ADX-933","0",4,"Cat_6","C"
"Female","No",53,"Yes","Artist",1,"Low",1,6,"1-SWP-736","0",0,"Cat_6","B"
"Female","Yes",38,"Yes","Artist",7,"Average",3,4,"1-NFX-079","1",2,"Cat_4","B"
"Female","No",28,"No","Doctor",0,"Low",5,2,"1-EUY-080","0",3,"Cat_3","A"
"Female","No",40,"Yes","Artist",5,"Low",9,5,"1-POZ-733","0",6,"Cat_6","C"
"Male","Yes",39,"Yes","Artist",0,"Average",2,6,"1-BAQ-025","1",1,"Cat_6","B"
"Male","No",19,"No","Healthcare",NA,"Low",NA,1,"1-JOU-878","1",NA,"Cat_6","D"
"Female","No",23,"No","Healthcare",1,"Low",3,1,"1-YMD-962","0",1,"Cat_6","D"
"Female","Yes",66,"No","Engineer",0,"Average",2,9,"1-XGK-571","0",0,"Cat_4","A"
"Male","Yes",42,"Yes","Artist",6,"Average",2,4,"1-JQL-064","0",0,"Cat_3","B"
"Male","No",42,"Yes","Artist",0,"Low",4,5,"1-WCI-884","0",3,"Cat_3","A"
"Female","No",42,"Yes","Entertainment",8,"Low",1,6,"1-INH-867","0",0,"Cat_6","C"
"Male","Yes",46,"Yes","Artist",0,"Low",1,6,"1-PYC-596","0",0,"Cat_6","C"
"Female","No",42,"Yes","Homemaker",7,"Low",1,5,"1-CUF-359","0",1,"Cat_6","A"
"Male","No",33,"No","Doctor",1,"Low",6,3,"1-OGT-736","0",5,"Cat_4","A"
"Male","No",22,"No","Healthcare",0,"Low",4,1,"1-KMX-041","0",1,"Cat_6","D"
"Male","Yes",49,"Yes","Doctor",1,"Average",2,6,"1-JVC-338","0",0,"Cat_6","C"
"Female","Yes",43,"Yes","Artist",4,"Average",2,7,"1-IHG-817","0",0,"Cat_6","A"
"Male","Yes",42,"Yes","Artist",1,"Average",3,6,"1-KOM-212","0",0,"Cat_2","C"
"Male","Yes",57,"Yes","Artist",1,"Average",2,6,"1-BMX-627","0",1,"Cat_6","A"
"Male","Yes",35,"Yes","Entertainment",0,"Low",2,3,"1-UAU-326","0",0,"Cat_6","D"
"Male","No",26,"No","Healthcare",8,"Low",8,1,"1-DTN-788","0",7,"Cat_4","D"
"Male","Yes",47,"No","Artist",1,"Average",4,7,"1-PPB-858","0",2,"Cat_6","C"
"Female","Yes",43,"Yes","Artist",2,"Average",3,4,"1-COL-234","0",0,"Cat_6","B"
"Male","Yes",60,NA,NA,NA,"Average",4,8,"1-JIO-384","0",0,"Cat_6","B"
"Female","No",35,"Yes","Artist",9,"Low",1,4,"1-ECE-118","0",1,"Cat_6","A"
"Male","Yes",38,"No","Engineer",0,"Average",3,4,"1-AMA-290","1",0,"Cat_4","B"
"Female","No",41,"Yes","Artist",8,"Low",2,5,"1-DIB-440","0",0,"Cat_6","A"
"Male","Yes",49,"Yes","Artist",1,"Average",4,6,"1-LRU-990","0",3,"Cat_6","C"
"Female","Yes",49,"Yes","Artist",0,"Low",1,6,"1-GRB-104","0",0,"Cat_4","A"
"Female","Yes",68,"Yes","Lawyer",0,"High",2,9,"1-OLR-985","0",0,"Cat_6","A"
"Male","Yes",61,"No","Artist",0,"Average",2,7,"1-LSA-354","0",0,"Cat_6","C"
"Female","Yes",38,"Yes","Marketing",9,"Low",3,3,"1-NCK-450","0",2,"Cat_6","D"
"Male","No",28,"No","Doctor",10,"Low",3,2,"1-NHO-247","0",2,"Cat_6","C"
"Male","No",20,"No","Healthcare",1,"Low",4,1,"1-GJZ-502","0",1,"Cat_6","D"
"Female","Yes",56,"Yes","Entertainment",1,"Average",3,7,"1-BXS-393","0",0,"Cat_4","B"
"Female","No",18,NA,"Healthcare",0,"Low",3,1,"1-IQH-520","1",1,"Cat_3","D"
"Male","No",38,"Yes","Doctor",4,"Low",1,4,"1-YKB-499","0",0,"Cat_2","B"
"Male","Yes",71,"Yes","Artist",0,"Average",2,10,"1-AGU-076","0",1,"Cat_6","C"
"Male","Yes",49,"Yes","Artist",1,"Average",4,6,"1-YJH-182","0",2,"Cat_2","A"
"Male","Yes",57,"Yes","Artist",1,"Average",NA,7,"1-LKO-602","0",NA,"Cat_6","C"
"Female","Yes",39,"No","Artist",0,"High",3,5,"1-RYF-896","1",1,"Cat_6","B"
"Male","Yes",39,"Yes","Artist",1,"Average",2,5,"1-CRS-387","1",0,"Cat_6","C"
"Male","Yes",59,"Yes","Artist",1,"High",2,8,"1-URI-200","1",0,"Cat_6","C"
"Female","No",22,"No","Healthcare",NA,"Low",4,1,"1-SRQ-240","0",4,"Cat_3","D"
"Male","Yes",19,"No","Executive",0,"High",3,1,"1-PVU-781","1",0,"Cat_4","A"
"Female","Yes",30,"No","Entertainment",3,"High",2,2,"1-IXE-194","1",0,"Cat_6","A"
"Female","Yes",68,"Yes","Artist",1,"Average",2,8,"1-PTM-622","0",0,"Cat_6","C"
"Male","No",47,"Yes","Marketing",1,"Low",1,5,"1-VNG-386","0",0,"Cat_6","A"
"Male","No",29,"No","Entertainment",1,"Low",3,4,"1-SOI-661","0",0,"Cat_6","B"
"Female","Yes",50,"Yes","Engineer",2,"Average",3,5,"1-GZR-437","0",2,"Cat_6","C"
"Male","No",27,"Yes","Entertainment",0,"Low",4,3,"1-SSM-619","0",4,"Cat_2","C"
"Male","Yes",26,"No","Artist",3,"Low",2,1,"1-GOR-941","0",0,"Cat_6","A"
"Male","No",33,"Yes","Healthcare",3,"Low",1,5,"1-EUV-442","0",0,"Cat_6","D"
"Female","Yes",50,"Yes","Artist",1,"Average",3,5,"1-UAT-937","0",1,"Cat_6","C"
"Male","Yes",43,"Yes","Executive",NA,"High",4,5,"1-GGX-344","1",0,"Cat_6","B"
"Female","Yes",57,"Yes","Artist",0,"Average",4,7,"1-ONP-916","0",0,"Cat_4","C"
"Female","Yes",40,"Yes","Artist",0,"Average",2,5,"1-RJZ-755","0",0,"Cat_6","A"
"Female","Yes",57,"Yes","Artist",0,"High",2,6,"1-IYY-274","1",1,"Cat_6","C"
"Male","No",18,"No","Healthcare",0,"Low",NA,1,"1-VIT-102","1",NA,"Cat_6","D"
"Female","No",41,"Yes","Artist",1,"Low",2,6,"1-AES-804","0",0,"Cat_6","C"
"Female","Yes",51,"Yes","Marketing",9,"Average",1,7,"1-OPK-026","0",0,"Cat_3","A"
"Male","No",19,"No","Healthcare",0,"Low",4,1,"1-GXR-078","1",3,"Cat_6","D"
"Male","No",26,"Yes","Artist",NA,"Low",1,1,"1-LNI-946","0",0,NA,"B"
"Male","Yes",41,"Yes","Artist",1,"Average",2,5,"1-JTG-979","0",1,"Cat_6","B"
"Male","No",33,"Yes","Artist",NA,"Low",NA,3,"1-UCR-654","0",NA,"Cat_2","A"
"Female","Yes",47,"No","Engineer",8,"Average",5,5,"1-SUW-696","0",2,"Cat_4","B"
"Male","Yes",51,"Yes","Doctor",8,"Average",3,7,"1-UFR-284","0",2,"Cat_4","B"
"Male","Yes",59,"No","Engineer",NA,"Average",4,7,"1-PJG-503","0",0,"Cat_6","B"
"Male","No",45,"Yes","Artist",0,"Low",1,5,"1-WZK-339","0",1,"Cat_6","A"
"Male","Yes",49,"No","Executive",0,"High",4,6,"1-CDJ-041","1",1,"Cat_6","B"
"Female","No",36,"Yes","Artist",6,"Low",1,4,"1-OBU-853","0",0,"Cat_6","C"
"Female",NA,32,NA,"Doctor",8,"High",2,4,"1-LBO-747","1",NA,"Cat_4","D"
"Female","No",27,"Yes","Healthcare",2,"Low",6,3,"1-OLF-536","0",5,"Cat_6","D"
"Female","No",36,"Yes","Artist",5,"Low",NA,6,"1-SXJ-344","0",NA,"Cat_6","D"
"Female","No",32,"No","Doctor",0,"Low",5,2,"1-AKM-171","0",4,"Cat_4","D"
"Male","Yes",27,"No","Entertainment",14,"Average",2,3,"1-VPF-588","1",0,"Cat_6","A"
"Female","No",28,"Yes","Doctor",0,"Low",3,2,"1-UTN-846","0",0,"Cat_3","C"
